Design,RecipeID,ANDgates,NOTgates,lpLen,area,delay
Rocket_csr,59,6652,6838,18,5117.84,5454.71
Rocket_csr,60,6608,7040,21,4803.69,3518.25
Rocket_csr,61,6661,7190,24,4796.78,3452.55
Rocket_csr,62,6616,7023,19,4875.51,2657.52
Rocket_csr,63,6639,7090,23,4854.77,2912.79
Rocket_csr,64,6623,7118,24,4738.26,3477.69
Rocket_csr,65,6601,7039,21,4893.6,3025.96
Rocket_csr,66,6696,7320,19,4886.95,5653.22
Rocket_csr,67,6642,7101,21,4870.73,2496.75
Rocket_csr,68,6600,7031,21,4819.65,2500.83
Rocket_csr,69,6677,6825,22,5035.38,3794.56
Rocket_csr,70,6620,7241,21,4828.43,2436.42
Rocket_csr,71,6626,7106,21,4898.12,3455.39
Rocket_csr,72,6642,7095,19,5143.91,2661.85
Rocket_csr,73,6731,6904,22,5086.72,5662.93
Rocket_csr,74,6646,7106,21,4886.69,4565.77
Rocket_csr,75,6592,6769,24,4950.79,4506.38
Rocket_csr,76,6643,7224,19,4891.47,2828.93
Rocket_csr,77,6641,7058,20,4978.46,3158.47
Rocket_csr,78,6620,7072,21,4864.61,5188.03
Rocket_csr,79,6592,7141,24,4628.13,3238.76
Rocket_csr,80,6659,7181,24,4748.9,2788.72
Rocket_csr,81,6604,6779,23,4982.98,3419.32
Rocket_csr,82,6648,6826,19,5106.93,3153.25
Rocket_csr,83,6630,7063,21,4948.66,2284.65
Rocket_csr,84,6711,7206,23,4758.21,3704.6
Rocket_csr,85,6676,6881,24,4995.48,2488.08
Rocket_csr,86,6645,7142,24,4808.75,2799.6
Rocket_csr,87,6621,7083,22,4850.51,2643.89
Rocket_csr,88,6607,7061,21,4826.84,4373.68
Rocket_csr,89,6625,6986,21,4957.97,2348.74
Rocket_csr,90,6616,7029,19,5029.0,3455.19
Rocket_csr,91,6608,6769,22,4997.34,2921.03
Rocket_csr,92,6652,7204,19,4922.6,3811.55
Rocket_csr,93,6835,7415,21,5009.05,6069.15
Rocket_csr,94,6640,7028,21,4969.41,4298.97
Rocket_csr,95,6611,7035,21,4980.58,6073.47
Rocket_csr,96,6606,7093,23,4657.39,2856.22
Rocket_csr,97,6598,6766,23,4997.34,4494.08
Rocket_csr,98,6652,6814,19,5111.99,4380.82
Rocket_csr,99,6663,6822,19,5148.7,4590.39
Rocket_csr,100,6583,7061,23,4810.34,5717.79
Rocket_csr,101,6667,7255,21,4784.01,4100.85
Rocket_csr,102,6651,6801,23,5085.39,4485.48
Rocket_csr,103,6673,7160,20,4891.21,4301.27
Rocket_csr,104,6660,7088,20,4918.07,4259.82
Rocket_csr,105,7031,7675,24,4967.82,7834.42
Rocket_csr,106,6645,6828,18,5116.51,3210.79
Rocket_csr,107,6730,7239,21,4843.86,3607.65
Rocket_csr,108,6619,7131,20,4992.55,4781.6
Rocket_csr,109,6638,7195,24,4700.49,3181.24
Rocket_csr,110,6636,7116,21,4868.33,6175.8
Rocket_csr,111,6646,7199,21,4880.3,3461.15
Rocket_csr,112,7009,7669,23,5030.33,5695.77
Rocket_csr,113,6645,6860,20,5119.17,3001.77
Rocket_csr,114,6641,6799,21,5057.46,3028.73
Rocket_csr,115,6652,7282,20,4842.53,2898.68
Rocket_csr,116,6638,7227,19,4889.35,2847.04
Rocket_csr,117,6598,7087,22,4826.04,2556.09
Rocket_csr,118,6607,7029,21,4899.72,2485.94
Rocket_csr,119,6649,7048,20,4998.41,2332.4
Rocket_csr,120,6612,7067,20,4990.43,3358.17
Rocket_csr,121,6633,6726,20,5133.53,2636.45
Rocket_csr,122,6686,6842,18,5218.92,6237.59
Rocket_csr,123,6574,7168,24,4655.53,5610.73
Rocket_csr,124,6619,7072,22,4898.92,2616.06
Rocket_csr,125,6668,6803,23,4965.42,3698.61
Rocket_csr,126,6621,6842,21,4999.47,2884.64
Rocket_csr,127,6567,7012,21,4835.35,2480.48
Rocket_csr,128,6604,7048,21,4873.39,2802.29
Rocket_csr,129,6616,7239,21,4812.74,2792.99
Rocket_csr,130,6632,6790,21,5076.08,3334.66
Rocket_csr,131,6678,7119,23,4881.1,3716.48
Rocket_csr,132,6625,7036,20,4954.52,4097.83
Rocket_csr,133,6636,6809,18,5243.13,4493.95
Rocket_csr,134,6655,7233,21,4793.85,3624.73
Rocket_csr,135,6624,7071,24,4852.64,4509.03
Rocket_csr,136,6611,7105,20,4915.68,3605.77
Rocket_csr,137,6789,7318,21,4892.01,3667.27
Rocket_csr,138,6614,7134,21,4805.56,2820.07
Rocket_csr,139,6654,7246,21,4864.87,4526.11
Rocket_csr,140,6674,6926,21,5045.22,5076.23
Rocket_csr,141,6663,6865,20,5158.01,4012.38
Rocket_csr,142,6602,6808,21,4961.7,4274.49
Rocket_csr,143,6634,6845,20,5074.75,4570.63
Rocket_csr,144,6825,7346,21,4860.35,3254.12
Rocket_csr,145,6653,7203,21,4798.64,2115.73
Rocket_csr,146,6629,7081,21,4834.28,4749.39
Rocket_csr,147,6607,6767,24,4984.84,4612.48
Rocket_csr,148,6652,6815,23,5018.36,4337.23
Rocket_csr,149,6638,6844,24,4954.78,5074.11
Rocket_csr,150,6588,7126,23,4698.09,2752.59
Rocket_csr,151,6626,7020,20,4970.21,2331.88
Rocket_csr,152,6596,6794,22,5029.0,4892.04
Rocket_csr,153,6695,7309,19,4918.34,3892.3
Rocket_csr,154,6636,7087,21,4852.64,2630.81
Rocket_csr,155,6580,7190,24,4639.57,3161.8
Rocket_csr,156,6646,7227,22,4838.27,5087.8
Rocket_csr,157,6683,7206,22,4875.51,3320.36
Rocket_csr,158,6668,6806,19,5189.39,2488.81
Rocket_csr,159,6647,6764,18,5130.34,3610.58
Rocket_csr,160,6730,6961,24,5056.13,2541.87
Rocket_csr,161,6607,6773,22,4996.28,2433.95
Rocket_csr,162,6665,7193,20,4930.31,2542.94
Rocket_csr,163,6729,7256,21,4824.97,2877.17
Rocket_csr,164,6643,7055,21,4970.21,2546.67
Rocket_csr,165,6600,7029,22,4840.14,3721.22
Rocket_csr,166,6630,7037,19,5004.52,3178.36
Rocket_csr,167,6642,7188,24,4807.42,3224.61
Rocket_csr,168,6616,6764,20,5063.84,2381.84
Rocket_csr,169,6617,7070,21,4854.5,2994.15
Rocket_csr,170,6646,7134,20,4983.78,2514.4
Rocket_csr,171,6710,7236,20,4952.39,2636.0
Rocket_csr,172,6624,6787,21,5043.36,3556.85
Rocket_csr,173,6589,7184,23,4703.68,3239.13
Rocket_csr,174,6656,7066,21,4978.99,2669.36
Rocket_csr,175,6629,7038,21,4826.04,2405.76
Rocket_csr,176,6619,7060,21,4894.4,2551.47
Rocket_csr,177,6620,7165,21,4843.59,2308.32
Rocket_csr,178,6751,7258,20,4954.25,2839.13
Rocket_csr,179,6631,6763,20,5113.58,2534.3
Rocket_csr,180,6655,7157,23,4794.38,2671.88
Rocket_csr,181,6647,7214,22,4781.88,5703.47
Rocket_csr,182,6603,7110,24,4620.15,3193.33
Rocket_csr,183,6659,7249,24,4693.84,3115.75
Rocket_csr,184,6615,7015,21,4865.41,3757.29
Rocket_csr,185,6660,6848,22,5060.38,5591.98
Rocket_csr,186,6661,6850,21,5050.54,2880.46
Rocket_csr,187,6717,7267,21,4901.85,2121.34
Rocket_csr,188,6640,6773,21,5022.61,3772.16
Rocket_csr,189,6616,6836,20,5068.1,4729.12
Rocket_csr,190,6603,7167,21,4785.34,5507.45
Rocket_csr,191,6708,7256,24,4774.7,3241.57
Rocket_csr,192,6627,7032,19,4993.09,3200.8
Rocket_csr,193,6606,7051,21,4866.74,2878.42
Rocket_csr,194,6650,7204,22,4820.72,5699.23
Rocket_csr,195,6604,6986,21,4951.06,2997.5
Rocket_csr,196,6617,6820,20,5111.72,2827.72
Rocket_csr,197,6601,6821,21,5068.9,2621.97
Rocket_csr,198,6632,7079,22,4830.29,4863.76
Rocket_csr,199,6669,6836,21,5077.67,5784.29
Rocket_csr,200,6745,6843,21,5147.63,5632.87
Rocket_csr,201,6614,6818,23,4938.56,3090.81
Rocket_csr,202,6612,7058,22,4907.7,2902.73
Rocket_csr,203,6707,7293,24,4773.1,5547.86
Rocket_csr,204,6603,6756,21,5067.57,2443.36
Rocket_csr,205,6646,7194,20,4891.74,3207.76
Rocket_csr,206,6773,7331,22,4831.62,3268.32
Rocket_csr,207,6689,6813,20,5231.42,2361.93
Rocket_csr,208,6734,7305,20,4895.73,2600.63
Rocket_csr,209,6612,7099,20,4830.03,3504.14
Rocket_csr,210,6598,7189,24,4792.79,2402.08
Rocket_csr,211,6617,7215,21,4794.65,2821.81
Rocket_csr,212,6704,7238,22,4760.87,3868.37
Rocket_csr,213,6627,6794,20,5105.07,2840.7
Rocket_csr,214,6698,7211,21,4886.95,3661.45
Rocket_csr,215,6635,7063,20,4987.5,2725.21
Rocket_csr,216,6693,7180,21,4916.21,4468.82
Rocket_csr,217,6639,7210,22,4848.65,5382.28
Rocket_csr,218,6647,7104,20,4835.08,2918.97
Rocket_csr,219,6637,7200,23,4784.28,2852.18
Rocket_csr,220,6662,7209,21,4851.31,2530.81
Rocket_csr,221,6680,7113,21,4882.43,3012.22
Rocket_csr,222,6600,7103,22,4842.26,3336.73
Rocket_csr,223,6638,7234,21,4774.7,3055.79
Rocket_csr,224,6644,6790,21,5083.79,3273.35
Rocket_csr,225,6649,7109,21,5024.47,4047.51
Rocket_csr,226,6732,7273,20,4952.39,3771.65
Rocket_csr,227,6627,7024,21,4941.22,4605.29
Rocket_csr,228,6646,7134,22,4838.27,5766.03
Rocket_csr,229,6619,6794,23,4959.84,4824.72
Rocket_csr,230,6622,7089,20,4966.49,3979.88
Rocket_csr,231,6666,6865,20,5129.81,3870.41
Rocket_csr,232,6627,6994,20,5018.89,2709.24
Rocket_csr,233,6602,6769,24,4975.26,3309.98
Rocket_csr,234,6653,7215,20,4858.76,3752.66
Rocket_csr,235,6654,6814,19,5173.43,2808.86
Rocket_csr,236,6662,7021,18,5151.09,4149.41
Rocket_csr,237,6644,6805,20,5244.19,3958.88
Rocket_csr,238,6623,6789,21,5041.76,2844.24
Rocket_csr,239,6639,7099,20,4988.56,2941.24
Rocket_csr,240,6611,7097,24,4785.34,3493.56
Rocket_csr,241,6629,6803,24,4990.69,4186.37
Rocket_csr,242,6646,7119,22,4797.04,2947.07
Rocket_csr,243,6690,7217,21,4923.93,4362.31
Rocket_csr,244,6699,7202,21,4858.22,3590.79
Rocket_csr,245,6610,7061,21,4839.87,2908.54
Rocket_csr,246,6628,7278,19,4830.83,4122.28
Rocket_csr,247,6651,7105,21,4847.85,3137.9
Rocket_csr,248,6592,6999,21,4905.31,2911.99
Rocket_csr,249,6704,7300,18,4903.18,3492.29
Rocket_csr,250,6647,6998,21,4846.25,2462.55
Rocket_csr,251,6630,6798,20,5147.1,2617.6
Rocket_csr,252,6631,7012,19,5044.16,3157.7
Rocket_csr,253,6656,7210,22,4791.19,3804.27
Rocket_csr,254,6614,7065,24,4852.64,4697.06
Rocket_csr,255,6619,7096,22,4827.1,3827.39
Rocket_csr,256,6628,6821,19,5152.69,3760.19
Rocket_csr,257,6682,7092,18,5135.13,3974.25
Rocket_csr,258,6607,7183,22,4754.22,3283.63
Rocket_csr,259,6680,7143,20,4976.59,3575.15
Rocket_csr,260,6675,6834,22,5056.66,3165.31
Rocket_csr,261,6611,7026,20,4932.7,2904.04
Rocket_csr,262,6790,7378,24,4802.1,4847.27
Rocket_csr,263,6686,7279,23,4742.25,3126.58
Rocket_csr,264,6740,6939,24,5007.98,4820.31
Rocket_csr,265,6647,6842,20,5132.74,2454.22
Rocket_csr,266,6614,7083,22,4846.52,4362.92
Rocket_csr,267,6612,7057,21,4799.44,4338.38
Rocket_csr,268,6668,6838,21,5080.33,5496.15
Rocket_csr,269,6672,7225,23,4775.76,5151.92
Rocket_csr,270,6664,7158,20,4847.58,3467.45
Rocket_csr,271,6611,7061,21,4934.03,3257.73
Rocket_csr,272,6638,7039,20,4967.82,2652.17
Rocket_csr,273,6613,7026,21,4872.85,3436.29
Rocket_csr,274,6609,7062,22,4923.39,2955.04
Rocket_csr,275,6644,7038,20,5046.55,2146.21
Rocket_csr,276,6674,7226,24,4694.63,4696.77
Rocket_csr,277,6638,6790,21,5120.5,3147.55
Rocket_csr,278,6606,6824,20,5078.47,3143.0
Rocket_csr,279,6630,6820,21,5050.28,4108.9
Rocket_csr,280,6651,7014,20,5013.04,4382.29
Rocket_csr,281,6626,7093,19,4890.14,2423.12
Rocket_csr,282,6647,7228,20,4826.04,5904.21
Rocket_csr,283,6753,7229,22,4926.59,3565.2
Rocket_csr,284,6592,7067,24,4741.45,4576.52
Rocket_csr,285,6665,6824,21,5078.74,2571.94
Rocket_csr,286,6597,7015,21,4941.48,2769.51
Rocket_csr,287,6616,7066,21,4875.51,2932.62
Rocket_csr,288,6635,6836,21,5044.16,4513.37
Rocket_csr,289,6622,6760,21,5111.19,2355.38
Rocket_csr,290,6664,7117,20,5092.57,3558.53
Rocket_csr,291,6604,7036,21,4849.18,2386.65
Rocket_csr,292,6608,7042,21,4854.77,4383.55
Rocket_csr,293,6626,7144,21,4832.16,2578.95
Rocket_csr,294,6613,6820,21,5049.21,3602.6
Rocket_csr,295,6604,6787,24,4971.54,2974.45
Rocket_csr,296,6587,6784,24,4938.56,3445.75
Rocket_csr,297,6569,7069,24,4790.93,3767.77
Rocket_csr,298,6808,7315,21,4924.19,4410.14
Rocket_csr,299,6650,7209,23,4777.36,5525.63
Rocket_csr,300,6590,7059,20,4894.13,4365.78
Rocket_csr,301,6656,7119,23,4891.21,2546.98
Rocket_csr,302,6683,7251,21,4850.24,3519.13
Rocket_csr,303,6629,7068,21,4911.96,3010.71
Rocket_csr,304,6728,7244,23,4834.28,5684.1
Rocket_csr,305,6614,7176,21,4808.75,3540.34
Rocket_csr,306,6663,7087,21,4866.2,2540.24
Rocket_csr,307,6581,7055,23,4820.45,2637.91
Rocket_csr,308,6665,7244,23,4700.49,3411.75
Rocket_csr,309,6656,6852,20,5159.07,4488.51
Rocket_csr,310,6655,7260,24,4708.2,4966.57
Rocket_csr,311,6654,7239,23,4778.16,2192.11
Rocket_csr,312,6618,7268,21,4841.47,3349.27
Rocket_csr,313,6622,7066,21,4927.65,2756.93
Rocket_csr,314,6612,6779,22,5006.12,2379.25
Rocket_csr,315,6686,7165,20,4884.29,3254.21
Rocket_csr,316,6670,6838,20,5063.84,3575.94
Rocket_csr,317,6658,7218,21,4877.38,3779.99
Rocket_csr,318,6607,6782,25,4922.86,3736.44
Rocket_csr,319,6663,7205,21,4836.15,2654.1
Rocket_csr,320,6614,7185,21,4734.8,2697.96
Rocket_csr,321,6611,7074,21,4879.5,2285.67
Rocket_csr,322,6719,7151,21,4854.5,3156.12
Rocket_csr,323,6592,6808,21,5050.01,2757.67
Rocket_csr,324,6661,6807,19,5182.21,4869.17
Rocket_csr,325,6616,6830,21,5007.45,4529.21
Rocket_csr,326,6598,6764,21,5024.47,4263.8
Rocket_csr,327,6739,6874,19,5208.81,3094.7
Rocket_csr,328,6636,7069,21,4918.87,2338.23
Rocket_csr,329,6652,6790,19,5101.08,3113.04
Rocket_csr,330,6684,7255,21,4811.94,2546.06
Rocket_csr,331,6755,6846,21,5130.61,3105.48
Rocket_csr,332,6646,6799,24,5009.84,3606.14
Rocket_csr,333,6616,6830,21,5045.75,3081.35
Rocket_csr,334,6601,7043,22,4870.99,2858.8
Rocket_csr,335,6621,7055,21,4859.82,3052.57
Rocket_csr,336,6625,7075,18,4958.24,3220.18
Rocket_csr,337,6728,6880,24,5014.37,4739.52
Rocket_csr,338,6665,7245,23,4810.34,2380.12
Rocket_csr,339,6682,7109,21,5036.98,5559.3
Rocket_csr,340,6609,6817,22,5007.45,5464.81
Rocket_csr,341,6649,7102,18,4964.89,3572.67
Rocket_csr,342,6636,6826,21,5106.4,2531.43
Rocket_csr,343,6643,7028,19,5024.74,2913.29
Rocket_csr,344,6625,6786,21,5019.15,5367.53
Rocket_csr,345,6633,7090,21,4895.2,2390.31
Rocket_csr,346,6696,6894,20,5135.66,4556.52
Rocket_csr,347,6625,7031,19,4982.71,3227.65
Rocket_csr,348,6610,6826,21,5047.35,2776.31
Rocket_csr,349,6652,7187,23,4778.69,4742.45
Rocket_csr,350,6609,7022,21,4997.61,2072.25
Rocket_csr,351,6622,6790,21,5055.6,3365.35
Rocket_csr,352,6644,7047,19,5010.11,2650.05
Rocket_csr,353,6600,6777,20,5078.21,2428.66
Rocket_csr,354,6561,6765,24,4957.97,3094.52
Rocket_csr,355,6615,7244,21,4745.17,3414.01
Rocket_csr,356,6648,6831,24,4950.79,5633.15
Rocket_csr,357,6642,7134,20,4820.72,3395.83
Rocket_csr,358,6620,7099,24,4687.19,5166.44
Rocket_csr,359,6609,7191,21,4784.81,3666.52
Rocket_csr,360,6630,7047,21,4890.41,3840.02
Rocket_csr,361,6607,7227,21,4784.28,3132.02
Rocket_csr,362,6682,7134,21,4893.34,3370.4
Rocket_csr,363,6662,6816,23,5064.64,2732.01
Rocket_csr,364,6607,7059,21,4940.15,3212.72
Rocket_csr,365,6610,6827,21,5021.55,2917.69
Rocket_csr,366,6584,6758,22,5006.65,2842.68
Rocket_csr,367,6585,6739,22,4959.57,5126.71
Rocket_csr,368,6644,7135,23,4863.28,5508.36
Rocket_csr,369,6668,7117,20,5064.11,3574.53
Rocket_csr,370,6606,7051,22,4880.04,3739.81
Rocket_csr,371,6678,7233,21,4806.89,3304.17
Rocket_csr,372,6741,7318,23,4777.63,5478.6
Rocket_csr,373,6657,7095,18,5118.11,3011.94
Rocket_csr,374,6607,7113,24,4721.5,3928.89
Rocket_csr,375,6690,6833,20,5135.13,2917.54
Rocket_csr,376,6611,7063,21,4889.61,3261.44
Rocket_csr,377,6715,7225,23,4784.28,3931.04
Rocket_csr,378,6623,6797,19,5084.06,2338.58
Rocket_csr,379,6602,7059,23,4840.67,2591.06
Rocket_csr,380,6605,7066,22,4830.56,2923.05
Rocket_csr,381,6600,7175,22,4686.12,5301.68
Rocket_csr,382,6680,6863,21,5047.62,5269.98
Rocket_csr,383,6634,7133,24,4774.17,4138.24
Rocket_csr,384,6708,7148,19,5073.95,4147.76
Rocket_csr,385,6614,7055,21,4984.84,3832.14
Rocket_csr,386,6620,7185,24,4737.46,5660.35
Rocket_csr,387,6718,6842,21,5139.39,4675.94
Rocket_csr,388,6698,7107,18,5145.24,5125.74
Rocket_csr,389,6614,7047,21,4873.65,3639.25
Rocket_csr,390,6624,7223,21,4797.84,2819.38
Rocket_csr,391,6629,6810,21,5079.8,2821.72
Rocket_csr,392,6656,7147,21,4874.18,3918.69
Rocket_csr,393,6676,7127,24,4747.3,5421.58
Rocket_csr,394,6638,6820,21,5042.03,2634.23
Rocket_csr,395,6595,6776,24,4922.33,3379.41
Rocket_csr,396,6626,7106,23,4757.68,3115.57
Rocket_csr,397,6778,6977,23,5101.61,3868.79
Rocket_csr,398,6620,7154,24,4653.14,4518.1
Rocket_csr,399,6633,7091,21,4942.81,2781.49
Rocket_csr,400,6615,7199,21,4773.37,2125.76
Rocket_csr,401,6631,6828,21,5051.61,3168.92
Rocket_csr,402,6672,7292,21,4764.59,4135.21
Rocket_csr,403,6631,7055,22,4855.56,4848.6
Rocket_csr,404,6644,6851,20,5152.15,2580.57
Rocket_csr,405,6636,6818,19,5161.2,2764.55
Rocket_csr,406,6628,7026,21,4965.16,2615.76
Rocket_csr,407,6603,7058,21,4910.09,2575.54
Rocket_csr,408,6631,6992,21,4910.63,2408.64
Rocket_csr,409,6706,7241,20,4894.93,2878.9
Rocket_csr,410,6642,6772,22,5039.1,3226.37
Rocket_csr,411,6675,7098,19,4977.92,3465.89
Rocket_csr,412,6620,6772,23,4958.51,4695.46
Rocket_csr,413,6630,6816,19,5102.15,2534.17
Rocket_csr,414,6572,6770,24,4950.79,3637.61
Rocket_csr,415,6680,7185,24,4692.24,3953.1
Rocket_csr,416,6676,6861,23,5018.89,4608.93
Rocket_csr,417,6630,6819,20,5160.4,2651.18
Rocket_csr,418,6630,7082,21,4909.3,2569.95
Rocket_csr,419,6600,7085,24,4824.44,5514.7
Rocket_csr,420,6689,7088,18,5098.95,3162.32
Rocket_csr,421,6682,6808,20,5088.85,2595.33
Rocket_csr,422,6689,7320,24,4760.34,6580.04
Rocket_csr,423,6636,7224,24,4766.45,5585.46
Rocket_csr,424,6581,7014,21,4851.84,4883.3
Rocket_csr,425,6657,7165,22,4754.22,5739.23
Rocket_csr,426,6785,7213,23,4955.85,4237.71
Rocket_csr,427,6641,7090,21,4894.13,2461.97
Rocket_csr,428,6657,7060,21,4915.68,2368.34
Rocket_csr,429,6630,7122,24,4806.35,3150.53
Rocket_csr,430,6639,7037,19,5060.65,2941.3
Rocket_csr,431,6622,6787,21,5096.56,3010.93
Rocket_csr,432,6681,7084,19,5129.81,3772.13
Rocket_csr,433,6620,7073,21,4912.22,2673.99
Rocket_csr,434,6715,6860,21,5054.53,3224.48
Rocket_csr,435,6616,7078,20,4944.14,4681.76
Rocket_csr,436,6641,6878,24,4977.39,4406.41
Rocket_csr,437,6660,7087,20,4969.94,3585.06
Rocket_csr,438,6668,6820,21,5064.91,2027.01
Rocket_csr,439,6636,7125,23,4785.61,2545.3
Rocket_csr,440,6612,7064,21,4859.55,3576.58
Rocket_csr,441,6703,7281,20,4852.9,4885.3
Rocket_csr,442,6665,7190,24,4817.53,2728.9
Rocket_csr,443,6634,7096,20,4975.26,4080.7
Rocket_csr,444,6663,7102,19,5000.27,2669.21
Rocket_csr,445,6630,7164,23,4697.03,4701.98
Rocket_csr,446,6797,6985,24,5037.24,4900.61
Rocket_csr,447,6644,7092,23,4864.34,3571.23
Rocket_csr,448,6763,7280,21,4879.24,3483.52
Rocket_csr,449,6660,7020,20,4939.89,2660.45
Rocket_csr,450,6627,7049,21,4897.86,2473.45
Rocket_csr,451,6695,7236,23,4782.95,5427.04
Rocket_csr,452,6603,6795,21,5028.46,3499.29
Rocket_csr,453,6638,7111,21,4901.05,4091.46
Rocket_csr,454,6672,7025,19,5131.41,4934.34
Rocket_csr,455,6629,7109,21,4823.91,3998.73
Rocket_csr,456,6807,7332,22,4891.47,4849.19
Rocket_csr,457,6618,7037,19,4952.12,4121.06
Rocket_csr,458,6605,6827,21,5061.98,2394.23
Rocket_csr,459,6645,6824,18,5214.13,3141.65
Rocket_csr,460,6614,7100,24,4726.55,4981.86
Rocket_csr,461,6637,6821,19,5112.25,4114.61
Rocket_csr,462,6594,7069,22,4819.39,5788.99
Rocket_csr,463,6694,7295,19,4873.65,3294.43
Rocket_csr,464,6760,7369,23,4810.08,5490.07
Rocket_csr,465,6654,7302,21,4804.49,4542.98
Rocket_csr,466,6630,6829,20,5083.53,3041.55
Rocket_csr,467,6653,6868,20,5120.23,3449.69
Rocket_csr,468,6624,7034,20,4947.07,4221.36
Rocket_csr,469,6601,6812,21,5016.23,2718.86
Rocket_csr,470,6651,7162,24,4752.89,5747.73
Rocket_csr,471,6618,7085,21,4850.78,4241.61
Rocket_csr,472,6671,7133,21,4928.45,5745.16
Rocket_csr,473,6637,6796,21,5103.48,4575.72
Rocket_csr,474,6663,7212,21,4878.97,2259.13
Rocket_csr,475,6617,7204,24,4710.86,5977.31
Rocket_csr,476,6711,7225,21,4882.43,4075.97
Rocket_csr,477,6712,7195,22,4814.87,3487.73
Rocket_csr,478,6697,7257,22,4826.84,5561.3
Rocket_csr,479,6637,6829,20,5131.67,3091.02
Rocket_csr,480,6645,6803,21,5128.48,2409.89
Rocket_csr,481,6718,7180,21,4873.65,3191.38
Rocket_csr,482,6601,7107,24,4773.37,2514.09
Rocket_csr,483,6641,6821,24,4962.23,3613.9
Rocket_csr,484,6744,6903,19,5199.5,3531.53
Rocket_csr,485,6630,7247,19,4898.12,2586.18
Rocket_csr,486,6693,6890,24,5021.55,4279.93
Rocket_csr,487,6633,6766,21,5055.33,2430.5
Rocket_csr,488,6666,7198,23,4772.57,3595.6
Rocket_csr,489,6809,7377,23,4855.3,6448.83
Rocket_csr,490,6629,6786,23,4994.68,4693.39
Rocket_csr,491,6693,6854,20,5146.3,3333.59
Rocket_csr,492,6603,6780,22,5071.02,5533.26
Rocket_csr,493,6648,6809,21,5072.35,2672.79
Rocket_csr,494,6648,6866,20,5105.34,2504.6
Rocket_csr,495,6721,6863,21,5186.47,2980.91
Rocket_csr,496,6772,7229,24,4820.19,5312.36
