Design,RecipeID,Area_AND_Count
ac97_ctrl_orig.bench,128,10953
ac97_ctrl_orig.bench,129,11021
ac97_ctrl_orig.bench,130,10940
ac97_ctrl_orig.bench,131,10927
ac97_ctrl_orig.bench,132,10925
ac97_ctrl_orig.bench,133,10925
ac97_ctrl_orig.bench,134,10946
ac97_ctrl_orig.bench,135,11061
ac97_ctrl_orig.bench,136,10917
ac97_ctrl_orig.bench,137,10936
ac97_ctrl_orig.bench,138,10972
ac97_ctrl_orig.bench,139,11039
ac97_ctrl_orig.bench,140,11046
ac97_ctrl_orig.bench,141,10921
ac97_ctrl_orig.bench,142,10969
ac97_ctrl_orig.bench,143,10938
ac97_ctrl_orig.bench,144,11034
ac97_ctrl_orig.bench,145,11037
ac97_ctrl_orig.bench,146,10966
ac97_ctrl_orig.bench,147,11058
ac97_ctrl_orig.bench,148,11020
ac97_ctrl_orig.bench,149,11034
ac97_ctrl_orig.bench,150,10942
ac97_ctrl_orig.bench,151,10924
ac97_ctrl_orig.bench,152,10928
ac97_ctrl_orig.bench,153,10936
ac97_ctrl_orig.bench,154,10938
ac97_ctrl_orig.bench,155,11037
ac97_ctrl_orig.bench,156,10942
ac97_ctrl_orig.bench,157,11036
ac97_ctrl_orig.bench,158,10943
ac97_ctrl_orig.bench,159,11026
ac97_ctrl_orig.bench,160,11075
ac97_ctrl_orig.bench,161,11015
ac97_ctrl_orig.bench,162,11024
ac97_ctrl_orig.bench,163,11043
ac97_ctrl_orig.bench,164,11033
ac97_ctrl_orig.bench,165,11012
ac97_ctrl_orig.bench,166,10930
ac97_ctrl_orig.bench,167,11063
ac97_ctrl_orig.bench,168,10947
ac97_ctrl_orig.bench,169,10922
ac97_ctrl_orig.bench,170,10960
ac97_ctrl_orig.bench,171,10954
ac97_ctrl_orig.bench,172,10941
ac97_ctrl_orig.bench,173,11015
ac97_ctrl_orig.bench,174,10930
ac97_ctrl_orig.bench,175,10937
ac97_ctrl_orig.bench,176,10923
ac97_ctrl_orig.bench,177,10941
ac97_ctrl_orig.bench,178,10953
ac97_ctrl_orig.bench,179,10936
ac97_ctrl_orig.bench,180,10937
ac97_ctrl_orig.bench,181,10935
ac97_ctrl_orig.bench,182,11036
ac97_ctrl_orig.bench,183,11021
ac97_ctrl_orig.bench,184,10940
ac97_ctrl_orig.bench,185,11059
ac97_ctrl_orig.bench,186,10945
ac97_ctrl_orig.bench,187,11018
ac97_ctrl_orig.bench,188,10941
ac97_ctrl_orig.bench,189,10931
ac97_ctrl_orig.bench,190,10937
ac97_ctrl_orig.bench,191,11027
ac97_ctrl_orig.bench,192,10923
ac97_ctrl_orig.bench,193,11022
ac97_ctrl_orig.bench,194,11026
ac97_ctrl_orig.bench,195,10930
ac97_ctrl_orig.bench,196,10925
ac97_ctrl_orig.bench,197,11013
ac97_ctrl_orig.bench,198,11032
ac97_ctrl_orig.bench,199,11034
ac97_ctrl_orig.bench,200,10957
ac97_ctrl_orig.bench,201,11017
ac97_ctrl_orig.bench,202,11013
ac97_ctrl_orig.bench,203,11056
ac97_ctrl_orig.bench,204,10920
ac97_ctrl_orig.bench,205,10945
ac97_ctrl_orig.bench,206,11042
ac97_ctrl_orig.bench,207,11029
ac97_ctrl_orig.bench,208,10942
ac97_ctrl_orig.bench,209,10929
ac97_ctrl_orig.bench,210,10941
ac97_ctrl_orig.bench,211,10966
ac97_ctrl_orig.bench,212,11039
ac97_ctrl_orig.bench,213,10923
ac97_ctrl_orig.bench,214,10925
ac97_ctrl_orig.bench,215,10933
ac97_ctrl_orig.bench,216,10932
ac97_ctrl_orig.bench,217,11041
ac97_ctrl_orig.bench,218,11035
ac97_ctrl_orig.bench,219,11016
ac97_ctrl_orig.bench,220,11020
ac97_ctrl_orig.bench,221,10944
ac97_ctrl_orig.bench,222,10940
ac97_ctrl_orig.bench,223,10971
ac97_ctrl_orig.bench,224,10938
ac97_ctrl_orig.bench,225,10939
ac97_ctrl_orig.bench,226,10949
ac97_ctrl_orig.bench,227,10933
ac97_ctrl_orig.bench,228,10938
ac97_ctrl_orig.bench,229,11037
ac97_ctrl_orig.bench,230,10939
ac97_ctrl_orig.bench,231,10926
ac97_ctrl_orig.bench,232,10924
ac97_ctrl_orig.bench,233,11029
ac97_ctrl_orig.bench,234,11035
ac97_ctrl_orig.bench,235,11015
ac97_ctrl_orig.bench,236,10913
ac97_ctrl_orig.bench,237,10924
ac97_ctrl_orig.bench,238,10974
ac97_ctrl_orig.bench,239,10941
ac97_ctrl_orig.bench,240,11033
ac97_ctrl_orig.bench,241,11063
ac97_ctrl_orig.bench,242,10931
ac97_ctrl_orig.bench,243,10934
ac97_ctrl_orig.bench,244,11040
ac97_ctrl_orig.bench,245,10965
ac97_ctrl_orig.bench,246,10937
ac97_ctrl_orig.bench,247,11040
ac97_ctrl_orig.bench,248,10923
ac97_ctrl_orig.bench,249,10944
ac97_ctrl_orig.bench,250,11015
ac97_ctrl_orig.bench,251,10939
ac97_ctrl_orig.bench,252,10933
ac97_ctrl_orig.bench,253,11032
ac97_ctrl_orig.bench,254,10927
ac97_ctrl_orig.bench,255,10946
ac97_ctrl_orig.bench,256,11019
ac97_ctrl_orig.bench,257,10932
ac97_ctrl_orig.bench,258,11023
ac97_ctrl_orig.bench,259,10941
ac97_ctrl_orig.bench,260,11041
ac97_ctrl_orig.bench,261,11024
ac97_ctrl_orig.bench,262,11066
ac97_ctrl_orig.bench,263,11032
ac97_ctrl_orig.bench,264,11064
ac97_ctrl_orig.bench,265,10929
ac97_ctrl_orig.bench,266,10929
ac97_ctrl_orig.bench,267,10946
ac97_ctrl_orig.bench,268,10933
ac97_ctrl_orig.bench,269,11028
ac97_ctrl_orig.bench,270,10928
ac97_ctrl_orig.bench,271,10917
ac97_ctrl_orig.bench,272,10942
ac97_ctrl_orig.bench,273,10930
ac97_ctrl_orig.bench,274,10931
ac97_ctrl_orig.bench,275,10932
ac97_ctrl_orig.bench,276,11039
ac97_ctrl_orig.bench,277,10933
ac97_ctrl_orig.bench,278,10920
ac97_ctrl_orig.bench,279,10924
ac97_ctrl_orig.bench,280,11022
ac97_ctrl_orig.bench,281,10942
ac97_ctrl_orig.bench,282,10928
ac97_ctrl_orig.bench,283,11069
ac97_ctrl_orig.bench,284,11058
ac97_ctrl_orig.bench,285,10940
ac97_ctrl_orig.bench,286,11044
ac97_ctrl_orig.bench,287,10933
ac97_ctrl_orig.bench,288,10964
ac97_ctrl_orig.bench,289,10999
ac97_ctrl_orig.bench,290,11034
ac97_ctrl_orig.bench,291,10936
ac97_ctrl_orig.bench,292,11055
ac97_ctrl_orig.bench,293,10967
ac97_ctrl_orig.bench,294,10929
ac97_ctrl_orig.bench,295,11035
ac97_ctrl_orig.bench,296,11059
ac97_ctrl_orig.bench,297,10927
ac97_ctrl_orig.bench,298,11058
ac97_ctrl_orig.bench,299,11038
ac97_ctrl_orig.bench,300,11045
ac97_ctrl_orig.bench,301,11024
ac97_ctrl_orig.bench,302,10959
ac97_ctrl_orig.bench,303,10925
ac97_ctrl_orig.bench,304,11058
ac97_ctrl_orig.bench,305,10931
ac97_ctrl_orig.bench,306,10926
ac97_ctrl_orig.bench,307,11023
ac97_ctrl_orig.bench,308,11038
ac97_ctrl_orig.bench,309,10924
ac97_ctrl_orig.bench,310,11058
ac97_ctrl_orig.bench,311,10949
ac97_ctrl_orig.bench,312,10954
ac97_ctrl_orig.bench,313,10926
ac97_ctrl_orig.bench,314,10938
ac97_ctrl_orig.bench,315,10937
ac97_ctrl_orig.bench,316,10950
ac97_ctrl_orig.bench,317,10946
ac97_ctrl_orig.bench,318,11036
ac97_ctrl_orig.bench,319,10937
ac97_ctrl_orig.bench,320,10937
ac97_ctrl_orig.bench,321,10924
ac97_ctrl_orig.bench,322,11036
ac97_ctrl_orig.bench,323,11052
ac97_ctrl_orig.bench,324,10971
ac97_ctrl_orig.bench,325,10970
ac97_ctrl_orig.bench,326,10939
ac97_ctrl_orig.bench,327,10972
ac97_ctrl_orig.bench,328,11016
ac97_ctrl_orig.bench,329,10944
ac97_ctrl_orig.bench,330,10945
ac97_ctrl_orig.bench,331,10948
ac97_ctrl_orig.bench,332,11067
ac97_ctrl_orig.bench,333,10939
ac97_ctrl_orig.bench,334,11024
ac97_ctrl_orig.bench,335,10930
ac97_ctrl_orig.bench,336,10928
ac97_ctrl_orig.bench,337,10985
ac97_ctrl_orig.bench,338,10947
ac97_ctrl_orig.bench,339,10950
ac97_ctrl_orig.bench,340,10940
ac97_ctrl_orig.bench,341,10930
ac97_ctrl_orig.bench,342,10936
ac97_ctrl_orig.bench,343,10946
ac97_ctrl_orig.bench,344,10925
ac97_ctrl_orig.bench,345,11013
ac97_ctrl_orig.bench,346,10927
ac97_ctrl_orig.bench,347,10926
ac97_ctrl_orig.bench,348,10924
ac97_ctrl_orig.bench,349,10948
ac97_ctrl_orig.bench,350,11026
ac97_ctrl_orig.bench,351,11039
ac97_ctrl_orig.bench,352,10922
ac97_ctrl_orig.bench,353,10934
ac97_ctrl_orig.bench,354,11023
ac97_ctrl_orig.bench,355,10924
ac97_ctrl_orig.bench,356,11063
ac97_ctrl_orig.bench,357,11038
ac97_ctrl_orig.bench,358,11011
ac97_ctrl_orig.bench,359,10927
ac97_ctrl_orig.bench,360,10936
ac97_ctrl_orig.bench,361,11013
ac97_ctrl_orig.bench,362,11028
ac97_ctrl_orig.bench,363,11025
ac97_ctrl_orig.bench,364,10967
ac97_ctrl_orig.bench,365,10968
ac97_ctrl_orig.bench,366,10918
ac97_ctrl_orig.bench,367,11014
ac97_ctrl_orig.bench,368,11024
ac97_ctrl_orig.bench,369,11036
ac97_ctrl_orig.bench,370,10917
ac97_ctrl_orig.bench,371,11032
ac97_ctrl_orig.bench,372,11034
ac97_ctrl_orig.bench,373,10940
ac97_ctrl_orig.bench,374,11024
ac97_ctrl_orig.bench,375,10937
ac97_ctrl_orig.bench,376,10937
ac97_ctrl_orig.bench,377,11031
ac97_ctrl_orig.bench,378,10937
ac97_ctrl_orig.bench,379,10941
ac97_ctrl_orig.bench,380,10929
ac97_ctrl_orig.bench,381,11021
ac97_ctrl_orig.bench,382,11065
ac97_ctrl_orig.bench,383,11020
ac97_ctrl_orig.bench,384,10931
ac97_ctrl_orig.bench,385,10944
ac97_ctrl_orig.bench,386,10948
ac97_ctrl_orig.bench,387,11034
ac97_ctrl_orig.bench,388,10923
ac97_ctrl_orig.bench,389,10923
ac97_ctrl_orig.bench,390,10937
ac97_ctrl_orig.bench,391,11023
ac97_ctrl_orig.bench,392,10938
ac97_ctrl_orig.bench,393,11029
ac97_ctrl_orig.bench,394,10936
ac97_ctrl_orig.bench,395,10938
ac97_ctrl_orig.bench,396,11033
ac97_ctrl_orig.bench,397,11058
ac97_ctrl_orig.bench,398,11054
ac97_ctrl_orig.bench,399,10922
ac97_ctrl_orig.bench,400,11021
ac97_ctrl_orig.bench,401,10937
ac97_ctrl_orig.bench,402,10945
ac97_ctrl_orig.bench,403,10920
ac97_ctrl_orig.bench,404,10942
ac97_ctrl_orig.bench,405,10919
ac97_ctrl_orig.bench,406,10928
ac97_ctrl_orig.bench,407,10965
ac97_ctrl_orig.bench,408,11026
ac97_ctrl_orig.bench,409,10933
ac97_ctrl_orig.bench,410,11021
ac97_ctrl_orig.bench,411,10944
ac97_ctrl_orig.bench,412,10938
ac97_ctrl_orig.bench,413,11021
ac97_ctrl_orig.bench,414,11027
ac97_ctrl_orig.bench,415,11025
ac97_ctrl_orig.bench,416,11032
ac97_ctrl_orig.bench,417,10924
ac97_ctrl_orig.bench,418,10939
ac97_ctrl_orig.bench,419,11035
ac97_ctrl_orig.bench,420,10937
ac97_ctrl_orig.bench,421,10961
ac97_ctrl_orig.bench,422,11062
ac97_ctrl_orig.bench,423,11012
ac97_ctrl_orig.bench,424,11051
ac97_ctrl_orig.bench,425,10934
ac97_ctrl_orig.bench,426,11063
ac97_ctrl_orig.bench,427,11036
ac97_ctrl_orig.bench,428,10918
ac97_ctrl_orig.bench,429,11030
ac97_ctrl_orig.bench,430,10925
ac97_ctrl_orig.bench,431,11022
ac97_ctrl_orig.bench,432,11003
ac97_ctrl_orig.bench,433,10935
ac97_ctrl_orig.bench,434,11008
ac97_ctrl_orig.bench,435,11017
ac97_ctrl_orig.bench,436,11034
ac97_ctrl_orig.bench,437,11035
ac97_ctrl_orig.bench,438,11025
ac97_ctrl_orig.bench,439,10935
ac97_ctrl_orig.bench,440,10964
ac97_ctrl_orig.bench,441,10950
ac97_ctrl_orig.bench,442,11019
ac97_ctrl_orig.bench,443,10918
ac97_ctrl_orig.bench,444,10924
ac97_ctrl_orig.bench,445,11027
ac97_ctrl_orig.bench,446,11039
ac97_ctrl_orig.bench,447,10936
ac97_ctrl_orig.bench,448,11042
ac97_ctrl_orig.bench,449,10925
ac97_ctrl_orig.bench,450,11025
ac97_ctrl_orig.bench,451,10926
ac97_ctrl_orig.bench,452,10929
ac97_ctrl_orig.bench,453,10967
ac97_ctrl_orig.bench,454,10932
ac97_ctrl_orig.bench,455,10940
ac97_ctrl_orig.bench,456,11062
ac97_ctrl_orig.bench,457,10912
ac97_ctrl_orig.bench,458,10924
ac97_ctrl_orig.bench,459,10928
ac97_ctrl_orig.bench,460,11039
ac97_ctrl_orig.bench,461,10946
ac97_ctrl_orig.bench,462,11016
ac97_ctrl_orig.bench,463,10935
ac97_ctrl_orig.bench,464,11063
ac97_ctrl_orig.bench,465,10932
ac97_ctrl_orig.bench,466,10926
ac97_ctrl_orig.bench,467,10943
ac97_ctrl_orig.bench,468,10949
ac97_ctrl_orig.bench,469,11019
ac97_ctrl_orig.bench,470,10962
ac97_ctrl_orig.bench,471,10935
ac97_ctrl_orig.bench,472,11028
ac97_ctrl_orig.bench,473,10938
ac97_ctrl_orig.bench,474,10944
ac97_ctrl_orig.bench,475,10933
ac97_ctrl_orig.bench,476,11019
ac97_ctrl_orig.bench,477,11036
ac97_ctrl_orig.bench,478,11041
ac97_ctrl_orig.bench,479,11046
ac97_ctrl_orig.bench,480,10931
ac97_ctrl_orig.bench,481,11041
ac97_ctrl_orig.bench,482,11036
ac97_ctrl_orig.bench,483,11032
ac97_ctrl_orig.bench,484,10930
ac97_ctrl_orig.bench,485,10936
ac97_ctrl_orig.bench,486,11050
ac97_ctrl_orig.bench,487,11025
ac97_ctrl_orig.bench,488,11038
ac97_ctrl_orig.bench,489,11035
ac97_ctrl_orig.bench,490,10938
ac97_ctrl_orig.bench,491,10930
ac97_ctrl_orig.bench,492,10944
ac97_ctrl_orig.bench,493,10931
ac97_ctrl_orig.bench,494,10949
ac97_ctrl_orig.bench,495,11026
ac97_ctrl_orig.bench,496,10931
ac97_ctrl_orig.bench,497,11025
ac97_ctrl_orig.bench,498,11040
ac97_ctrl_orig.bench,499,10947
ac97_ctrl_orig.bench,500,10939
ac97_ctrl_orig.bench,501,11035
ac97_ctrl_orig.bench,502,10955
ac97_ctrl_orig.bench,503,11028
ac97_ctrl_orig.bench,504,10936
ac97_ctrl_orig.bench,505,10934
ac97_ctrl_orig.bench,506,10930
ac97_ctrl_orig.bench,507,11006
ac97_ctrl_orig.bench,508,11028
ac97_ctrl_orig.bench,509,10931
ac97_ctrl_orig.bench,510,10946
ac97_ctrl_orig.bench,511,11038
ac97_ctrl_orig.bench,512,11060
ac97_ctrl_orig.bench,513,10944
ac97_ctrl_orig.bench,514,11030
ac97_ctrl_orig.bench,515,10924
ac97_ctrl_orig.bench,516,10931
ac97_ctrl_orig.bench,517,10938
ac97_ctrl_orig.bench,518,10926
ac97_ctrl_orig.bench,519,10944
ac97_ctrl_orig.bench,520,10937
ac97_ctrl_orig.bench,521,11025
ac97_ctrl_orig.bench,522,10933
ac97_ctrl_orig.bench,523,11029
ac97_ctrl_orig.bench,524,11030
ac97_ctrl_orig.bench,525,11037
ac97_ctrl_orig.bench,526,10952
ac97_ctrl_orig.bench,527,10972
ac97_ctrl_orig.bench,528,10922
ac97_ctrl_orig.bench,529,11033
ac97_ctrl_orig.bench,530,11032
ac97_ctrl_orig.bench,531,10940
ac97_ctrl_orig.bench,532,10953
ac97_ctrl_orig.bench,533,10929
ac97_ctrl_orig.bench,534,10957
ac97_ctrl_orig.bench,535,11032
ac97_ctrl_orig.bench,536,10925
ac97_ctrl_orig.bench,537,11028
ac97_ctrl_orig.bench,538,11063
ac97_ctrl_orig.bench,539,10964
ac97_ctrl_orig.bench,540,10931
ac97_ctrl_orig.bench,541,10941
ac97_ctrl_orig.bench,542,11041
ac97_ctrl_orig.bench,543,11027
ac97_ctrl_orig.bench,544,10929
ac97_ctrl_orig.bench,545,10959
ac97_ctrl_orig.bench,546,11065
ac97_ctrl_orig.bench,547,10942
ac97_ctrl_orig.bench,548,11008
ac97_ctrl_orig.bench,549,10967
ac97_ctrl_orig.bench,550,10932
ac97_ctrl_orig.bench,551,11039
ac97_ctrl_orig.bench,552,10936
ac97_ctrl_orig.bench,553,10940
ac97_ctrl_orig.bench,554,11029
ac97_ctrl_orig.bench,555,10944
ac97_ctrl_orig.bench,556,10928
ac97_ctrl_orig.bench,557,11020
ac97_ctrl_orig.bench,558,10940
ac97_ctrl_orig.bench,559,10921
ac97_ctrl_orig.bench,560,10943
ac97_ctrl_orig.bench,561,10932
ac97_ctrl_orig.bench,562,11040
ac97_ctrl_orig.bench,563,11014
ac97_ctrl_orig.bench,564,11029
ac97_ctrl_orig.bench,565,11037
ac97_ctrl_orig.bench,566,11028
ac97_ctrl_orig.bench,567,10936
ac97_ctrl_orig.bench,568,10949
ac97_ctrl_orig.bench,569,10922
ac97_ctrl_orig.bench,570,10969
ac97_ctrl_orig.bench,571,10925
ac97_ctrl_orig.bench,572,11029
ac97_ctrl_orig.bench,573,11029
ac97_ctrl_orig.bench,574,11022
ac97_ctrl_orig.bench,575,10938
ac97_ctrl_orig.bench,576,10955
ac97_ctrl_orig.bench,577,11009
ac97_ctrl_orig.bench,578,11028
ac97_ctrl_orig.bench,579,11033
ac97_ctrl_orig.bench,580,11028
ac97_ctrl_orig.bench,581,10938
ac97_ctrl_orig.bench,582,10931
ac97_ctrl_orig.bench,583,10967
ac97_ctrl_orig.bench,584,10921
ac97_ctrl_orig.bench,585,11018
ac97_ctrl_orig.bench,586,11030
ac97_ctrl_orig.bench,587,11033
ac97_ctrl_orig.bench,588,10926
ac97_ctrl_orig.bench,589,11029
ac97_ctrl_orig.bench,590,10947
ac97_ctrl_orig.bench,591,11070
ac97_ctrl_orig.bench,592,11033
ac97_ctrl_orig.bench,593,10930
ac97_ctrl_orig.bench,594,11029
ac97_ctrl_orig.bench,595,10969
ac97_ctrl_orig.bench,596,11056
ac97_ctrl_orig.bench,597,10951
ac97_ctrl_orig.bench,598,11031
ac97_ctrl_orig.bench,599,10923
ac97_ctrl_orig.bench,600,11024
ac97_ctrl_orig.bench,601,11041
ac97_ctrl_orig.bench,602,11038
ac97_ctrl_orig.bench,603,10967
ac97_ctrl_orig.bench,604,10958
ac97_ctrl_orig.bench,605,10937
ac97_ctrl_orig.bench,606,10944
ac97_ctrl_orig.bench,607,10957
ac97_ctrl_orig.bench,608,11030
ac97_ctrl_orig.bench,609,10973
ac97_ctrl_orig.bench,610,11023
ac97_ctrl_orig.bench,611,10923
ac97_ctrl_orig.bench,612,10944
ac97_ctrl_orig.bench,613,10933
ac97_ctrl_orig.bench,614,10928
ac97_ctrl_orig.bench,615,11058
ac97_ctrl_orig.bench,616,10931
ac97_ctrl_orig.bench,617,11032
ac97_ctrl_orig.bench,618,10973
ac97_ctrl_orig.bench,619,10976
ac97_ctrl_orig.bench,620,11035
ac97_ctrl_orig.bench,621,11039
ac97_ctrl_orig.bench,622,10921
ac97_ctrl_orig.bench,623,11044
ac97_ctrl_orig.bench,624,10920
ac97_ctrl_orig.bench,625,10924
ac97_ctrl_orig.bench,626,10930
ac97_ctrl_orig.bench,627,11023
ac97_ctrl_orig.bench,628,10933
ac97_ctrl_orig.bench,629,11022
ac97_ctrl_orig.bench,630,11037
ac97_ctrl_orig.bench,631,11023
ac97_ctrl_orig.bench,632,10937
ac97_ctrl_orig.bench,633,10946
ac97_ctrl_orig.bench,634,11019
ac97_ctrl_orig.bench,635,10922
ac97_ctrl_orig.bench,636,10969
ac97_ctrl_orig.bench,637,10927
ac97_ctrl_orig.bench,638,10931
ac97_ctrl_orig.bench,639,10953
ac97_ctrl_orig.bench,640,11018
ac97_ctrl_orig.bench,641,11012
ac97_ctrl_orig.bench,642,11036
ac97_ctrl_orig.bench,643,11034
ac97_ctrl_orig.bench,644,10927
ac97_ctrl_orig.bench,645,10949
ac97_ctrl_orig.bench,646,11018
ac97_ctrl_orig.bench,647,10932
ac97_ctrl_orig.bench,648,10967
ac97_ctrl_orig.bench,649,10938
ac97_ctrl_orig.bench,650,10925
ac97_ctrl_orig.bench,651,10965
ac97_ctrl_orig.bench,652,11026
ac97_ctrl_orig.bench,653,10931
ac97_ctrl_orig.bench,654,10943
ac97_ctrl_orig.bench,655,10940
ac97_ctrl_orig.bench,656,11025
ac97_ctrl_orig.bench,657,10945
ac97_ctrl_orig.bench,658,10940
ac97_ctrl_orig.bench,659,10922
ac97_ctrl_orig.bench,660,11022
ac97_ctrl_orig.bench,661,10943
ac97_ctrl_orig.bench,662,10946
ac97_ctrl_orig.bench,663,11023
ac97_ctrl_orig.bench,664,11026
ac97_ctrl_orig.bench,665,10934
ac97_ctrl_orig.bench,666,10946
ac97_ctrl_orig.bench,667,10942
ac97_ctrl_orig.bench,668,10936
ac97_ctrl_orig.bench,669,11029
ac97_ctrl_orig.bench,670,10926
ac97_ctrl_orig.bench,671,11033
ac97_ctrl_orig.bench,672,10909
ac97_ctrl_orig.bench,673,11044
ac97_ctrl_orig.bench,674,11049
ac97_ctrl_orig.bench,675,11047
ac97_ctrl_orig.bench,676,10933
ac97_ctrl_orig.bench,677,10941
ac97_ctrl_orig.bench,678,10936
ac97_ctrl_orig.bench,679,11043
ac97_ctrl_orig.bench,680,11035
ac97_ctrl_orig.bench,681,11031
ac97_ctrl_orig.bench,682,11034
ac97_ctrl_orig.bench,683,10919
ac97_ctrl_orig.bench,684,10926
ac97_ctrl_orig.bench,685,10911
ac97_ctrl_orig.bench,686,10941
ac97_ctrl_orig.bench,687,10922
ac97_ctrl_orig.bench,688,10956
ac97_ctrl_orig.bench,689,10943
ac97_ctrl_orig.bench,690,10967
ac97_ctrl_orig.bench,691,10935
ac97_ctrl_orig.bench,692,11038
ac97_ctrl_orig.bench,693,11013
ac97_ctrl_orig.bench,694,10937
ac97_ctrl_orig.bench,695,11020
ac97_ctrl_orig.bench,696,10938
ac97_ctrl_orig.bench,697,10938
